name,address,location,cuisines,rating,votes,average_cost_two,budget_tier,online_order,book_table,rest_type,is_pure_vegetarian,serves_alcohol,is_family_friendly,is_spicy_food,is_quick_service,reviews_sample
Havmor,"647, 5th Main Road, RBI Layout, 7th Phase, Opposite Elita Promenade, JP Nagar, Bangalore",JP Nagar,"Ice Cream, Desserts",3.5,21,200.0,low,Yes,No,Dessert Parlor,False,False,False,False,True,"[('Rated 5.0', 'RATED\n  awsome'), ('Rated 1.0', ""RATED\n  placed order on 12th june order ID 1268495246 9:20pm using Paytm and i never received item delivered.. and shows its been delivered.. zomato customer care is useless and didn't refund money or deliver order yet even after repeated chats. However i luv the havmor ice-creams""), ('Rated 5.0', 'RATED\n  Good'), ('Rated 5.0', 'RATED\n  fast'), ('Rated 5.0', 'RATED\n  Very fast delivery'), ('Rated 4.0', 'RATED\n  We ordered the ""Butterscotch on the Rocks"" and a ""Cashew and Dates"" Scoop. We chose to order the ""Cashew and Dates"" scoop as they "
Sri Sankara Cafe,"27, 7th Main, 2nd Stage, BTM, Bangalore",BTM,South Indian,3.6,26,100.0,low,Yes,No,Quick Bites,False,True,False,False,True,"[('Rated 1.0', 'RATED\n  I ordered smthng diff ..but they delivered another food...just a bulshit...make order correct ok while u ppl making delivery....and food was also worst ...not even eat'), ('Rated 3.0', 'RATED\n  Sambhar not given... For pongal and ghee dosa... Only chutney given..that all given less...next time please provide everything... Then only we can enjoy the food'), ('Rated 1.0', ""RATED\n  I have ordered onion dosa it's not at all roasted like batter only...chutney also salty and sambar also water only too much bad experience...I never expect this type of bad experience through"
Bhaijaan Barbeques,"Opposite Ranka Colony, Off Bannerghatta Road, Bangalore",South Bangalore,"Mughlai, Arabian, BBQ",3.4,8,200.0,low,Yes,No,Food Truck,False,True,False,True,False,"[('Rated 5.0', 'RATED\n  best lip smacking shawarma in btm 16main road near Mico layout police station and bannerghatta road opp to ranka colony #bhaijaanbarbeques..'), ('Rated 4.0', 'RATED\n  If you have ever stepped into the Ranka colony lane in the evenings recently, you would have noticed a Nano parked in a corner with several LEDs lighting it and a Shawarma live counter in its rear dicki! Yeah.. a sight you cannot miss. Anyone who thought that starting a food truck required you to have a truck needs to see this to be proved wrong.\n\nThe outlet mainly sells shawarma rolls and nothing more"
Namana Garden,"910, 5th Cross Road, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",Bannerghatta Road,"South Indian, Beverages",0.0,0,250.0,low,Yes,No,Quick Bites,False,True,False,False,True,"[('Rated 5.0', 'RATED\n  Located in Vijaya Bank Layout near to Vijaya Enclave apartment. Their idli sambhar is a must try. Although chats are not recommended to have. For breakfast it is really good and there sambar tastes really good.')]"
Sri Krishna Sagar,"4, Survey 40/1, 2 & 5, Next To Metro, Jayachamarajendra Industrial Estate, Kanakapura Road, Bangalore",Kanakapura Road,"South Indian, North Indian, Chinese",3.4,19,300.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 1.0', 'RATED\n  I have ordered veg Makanwala and veg do paz ,very spice and very bad taste. Not able to eat. not expected such a bad food.\nMakanwala, name itself says not spice, but got to know after eating from this hotel veg Makanwala  means vey very spice dish'), ('Rated 3.0', 'RATED\n  This place is near our home and we have visited here when we just need to have food. This may not be your special place for an occasion but a decent place for hunger.'), ('Rated 2.0', 'RATED\n  not cooked properly'), ('Rated 2.0', 'RATED\n  ItÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s a nice"
Chatter Platter,"323, 29th Main Road, MCHS Colony, Stage 2, BTM, Bangalore",BTM,"Street Food, North Indian",3.5,28,300.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 2.0', 'RATED\n  I have ordered one chicken roll and one chole bhature , roll was not that bad but chole bhature was the worst and frankly speaking that was my last order in your restaurant.'), ('Rated 5.0', 'RATED\n  Anybody craving for Punjabi paranthas and bhatoora this is Good place one can order from. Kheer is just like kulfi. Poori sabji is good too. The food was packed nicely')]"
Momo Time,"52, 1st Floor, 3rd Cross, Omkar Nagar Arkere Gate, Near Reliance Store, Bannerghatta Road, Bangalore",Bannerghatta Road,"Momos, American",0.0,0,600.0,medium,Yes,No,Quick Bites,False,False,False,False,True,[]
Bikaneri Sweets,"86, 5th Main Road, Arekere MICO Layout 2nd stage, Bannerghatta Road, Bangalore",Bannerghatta Road,"Mithai, Street Food",3.4,19,250.0,low,Yes,No,Sweet Shop,False,False,False,True,False,"[('Rated 5.0', ""RATED\n  Every thing is awesome i love rasmali and Bengali sweets I love every day I eat kachori here and the taste is same I'm from Rajasthan and kachori is the same taste""), ('Rated 4.0', 'RATED\n  I am having sweets from 10year in this shop i really fell my home taste its very very good i hope they keep sam taste and qulity. You need to make some more iteam such as dry jamun n ect please let me know once they availabe'), ('Rated 5.0', 'RATED\n  Excellent Sweet shop, i every seen in any state including Rajasthan from were i am belongs to.... variety of Sweet are traditionally"
Watson's,"688, 2nd,Floor, 15th cross, 100ft Ring Road, Above Lathangi Ford Showroom, JP Nagar, Bangalore",JP Nagar,"Finger Food, Chinese, Continental",4.0,1010,1300.0,high,Yes,Yes,"Pub, Bar",False,True,True,True,True,"[('Rated 5.0', 'RATED\n  We went for an office outing to WatsonÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s during happy hours, and it was really worth it, great value for money. Even food tasted awesome, tahini with pita bread was their highlight, one sauce was made of chickpeas and another one made of eggplant, and both of them were incredible!'), ('Rated 3.0', 'RATED\n  Good place to hangout with friends, but not with family. The ambience is not that great even the food is very average. If its too crowded u could be sorounded with smokers and can be suffocated. The feel is more like a "
Sri Nandi Grand,"#01, 1st A Main BTM 2nd Stage, BTM, Bangalore",BTM,"North Indian, South Indian",3.4,6,300.0,low,Yes,No,Quick Bites,True,False,True,False,True,"[('Rated 5.0', 'RATED\n  Tasty food. Chinese and North specialist... Available till midnight. Ample is parking space. Good space is family and groups. taste the taste'), ('Rated 4.0', ""RATED\n  Sri Nandi Grand. BTM 2nd stage\n\nIt's new pure veg hotel. Service is very slow, they should improve in that. Taste is quite good, small hotel but it's good for breakfast."")]"
Chicken Man,"296, Ground Floor, 5th Phase, 100 Feet Outer Ring Road, JP Nagar, Bangalore",JP Nagar,"Roast Chicken, Burger",3.8,72,400.0,medium,Yes,Yes,Quick Bites,False,False,False,True,True,"[('Rated 4.0', ""RATED\n  Ordered from this place on a weekday. Heard they are famous for roast chicken. Anyways, the delivery was prompt. The packaging could have been better. We ordered pulled chicken burger combo (comes with the option to order wedges and coke. Loved the Cole slaw in the burger and the chicken was good and moist). It's a bit pricey but worth it. Overall:\nFood - 4/5\nDelivery - 4/5\nPackaging - 3/5\nVfm - 4/5""), ('Rated 4.0', 'RATED\n  A random walk for food on 100ft road, landed me to this place. The name Chicken Man caught my eyes, walked in without checking on Zomato (i d"
Only Sharjah,"15/1, 1st Stage, 8th Cross Road, BTM, Bangalore",BTM,Beverages,0.0,0,200.0,low,Yes,No,Beverage Shop,False,False,True,False,False,"[('Rated 5.0', 'RATED\n  Very nice place and very good atmosphere around restaurant. Staff is very polite towards customer. And the good thing about this restaurant is various of things at the restaurant the taste is Fabolous. And my favorite is special sharjah. And they got shwarma rolls as well. You can come with friends and family too. Have fun bye bye. Thank you. ONLY SHARJAH'), ('Rated 5.0', ""RATED\n  It's amazing place to Hong out with friends..\nChild lassi Punjabi lasssi it's super test visit once\nI loved it special Sharjah and royal falooda"")]"
Chef Baker's,"267, 10th Main, Shantiniketan Layout, 80 Feet Road, Sai Baba Temple road, Arakere, Bannerghatta Road, Bangalore",Bannerghatta Road,Bakery,3.6,23,450.0,medium,Yes,No,"Bakery, Quick Bites",False,False,True,False,True,"[('Rated 5.0', 'RATED\n  before the time'), ('Rated 4.0', 'RATED\n  The cake I ordered form there is death by chocolate itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s quite good. The flavor is nice and the taste is also good. The only I not give 5 star as the preparation is not up to the mark as we all know cake look is the most important. So on that they lag behind.'), ('Rated 3.0', 'RATED\n  Not upto a mark where i would make it my favourite and recommend. ..for me it was more of a craving sweet and no option then chef baker place. the ambience is like a little nook cafe but the food is"
Sree Ganesha Fruits & Juice,"Opposite Canara Bank, DLF Towers, Akshaya Nagar, Bannerghatta Road, Bangalore",Bannerghatta Road,Juices,3.4,5,100.0,low,Yes,No,Beverage Shop,False,False,False,False,False,"[('Rated 5.0', 'RATED\n  Very friendly people, and they customise your order however you want it to be. We usually have fresh fruit juices but their milkshakes are good as well.'), ('Rated 5.0', 'RATED\n  Very friendly people. Amazing shakes and juices. Fresh fruits. Made according to choice. Extremely customer oriented. Overall experience was very good. This place is my personal favourite.')]"
Goli Vada Pav No. 1,"1/1, LIC Building, Near RV Dental College, 24th Main, 1st Phase, JP Nagar, Bangalore",JP Nagar,Street Food,3.2,44,200.0,low,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 3.0', 'RATED\n  D vada pav was not even lukewarm.'), ('Rated 1.0', ""RATED\n  Ordered paneer supreme vada pav and paneer was spoilt ...very bad expirence...very upset\n..please cancel the order but don't send spoilt food""), ('Rated 1.0', 'RATED\n  If you do have an craving for vada pav my sincere suggestion is to avoid this outlet and remove it from your consideration set. The professionalism of this outlet sucks!'), ('Rated 2.0', 'RATED\n  french fries were not at all crispy'), ('Rated 1.0', 'RATED\n  Ordered Vadapav and got without Catchup.. Now for this also i have to mention that c"
Nandhana Palace,"8 A, ANR Onyx, Near Shoppers Stop, Bannerghatta Road, Bangalore",Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",4.1,1000,800.0,medium,No,Yes,"Casual Dining, Bar",False,True,True,True,True,"[('Rated 4.0', 'RATED\n  Best place for meals.\nThey have great items in their meals. When I crave for rice and rasam, this is the place we go ?\nGreat service and decent ambiance.'), ('Rated 4.0', 'RATED\n  Taste: 4*\nQuality: 4*\nOver Rating is 4.5*\nWe Ordered Supreme Chicken Biryani @ Dinein, And Ordered Veg Biryani, Nellore Chicken Biryani for Delivery, food is Good in Taste, Very minute things have to change in terms of service, And Manager Mr Mahadeva is very nice person, and The Management is good they care every costumer personally.'), ('Rated 3.0', 'RATED\n  Love their chicken kshatr"
Happy Eats,"45, 14th Main, 7th Phase, JP Nagar, Bangalore",JP Nagar,"North Indian, Continental",0.0,0,300.0,low,Yes,No,Delivery,False,False,False,False,False,[]
Biryani Nights,"202, 1st Main, 8th Cross, Lakshmi Layout, BTM Second Stage, N S Palya, Bannerghatta Road, Banglore",Bannerghatta Road,"South Indian, North Indian, Chinese",3.6,19,400.0,medium,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 5.0', 'RATED\n  The food was amazing?\nAnd the quality of the food was fabulous,\nAnd the taste was outstanding ,\nThe price and the taste of the food is offered able'), ('Rated 5.0', 'RATED\n  The biriyani nights was really nice the food they given was very good and good packing also.the other food items was also very good and very tasty'), ('Rated 5.0', 'RATED\n  Food is good and quantity is also good.. Good place to have food.. Hope they maintain the consistency.. I ordered guntur chicken it was too yummy..'), ('Rated 5.0', 'RATED\n  Nice and good food everytime when I get it from "
Thejas Bhavan,"3, Rajanna Building, Akshaya Nagar, Opposite Corporation Bank, Bangalore, Bannerghatta Road, Bangalore",Bannerghatta Road,"North Indian, South Indian, Chinese",3.5,27,400.0,medium,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 4.0', 'RATED\n  Good decent South Indian food, with varieties of Dosas, idli and others. Overall tasty food and South Indian food lover can try out this restaurant'), ('Rated 3.5', 'RATED\n  Visited this place with my husband today...ordered vegtable momos and rava masala dosa. Taste was good but service was slow. They took 10 mins only for momos and another 10 mins for dosa. Need to improve their quality of service. Ambiance is simple. Can try again with different cuisine.')]"
Kababish Restaurant,"7th Main, 18th Cross NS Palya, 2nd Stage",BTM,"North Indian, Chinese, Arabian",3.6,15,700.0,medium,Yes,No,,False,False,False,False,False,"[('Rated 2.0', 'RATED\n  You would only go to this place only when your craving for chicken is too high and you have no potent option left.\nI tried the Shawarma roll, and it wasnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t good at all.\n\nWhat surprises me the most about this place is - itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s open till late in the night and manages to attract crowds inspite of being poor in food quality.\n\nI wouldnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t suggest this place if youÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92re a foodie and want to"
Graffitea,"23, 19th Cross, 7th Main, NS Palya, BTM, Bengaluru",BTM,"Beverages, Fast Food",3.7,16,200.0,low,Yes,No,"Beverage Shop, Quick Bites",False,False,False,False,True,"[('Rated 5.0', ""RATED\n  Our everyday breakfast place. Fresh juices, sandwiches, burgers, noodles- everything is there. Already eaten here for like almost 20 times so no pictures needed.\nMr. Anjum's hospitality is great ?"")]"
Gappe,"Royal Meenakshi Mall, Hulimavu, Bannergatta Road, Bangalore",Bannerghatta Road,Street Food,3.8,32,200.0,low,Yes,No,Kiosk,False,False,False,False,False,"[('Rated 5.0', 'RATED\n  I have been here twice. I loved the idea and so wanted to try it out. This was one of the best golf gappe I have tried. The multi flavoured gappe are really nice. The sweet version is good.\nLovely place. This place is worth a try!')]"
On The Nose,"268, 6th Main, 2nd Stage, BTM, Bangalore",BTM,"Cafe, Italian, Mexican, Chinese",3.8,613,600.0,medium,Yes,No,Cafe,False,False,False,True,True,"[('Rated 4.0', 'RATED\n  A very simple and delicious menu with affordable prices. The pizza is quite small but itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s good and the service is surprisingly fast and overall for a tasty quick meal you gotta go here.'), ('Rated 3.0', ""RATED\n  Cute little place near BTM petrol pump. A good place for snacks,falooda etc.\nThe upstairs could use a little ventilation although,it doesn't have any windows or AC and gets a bit suffocating if too many peoples are seated.\nFood items are priced low,light on the pocket. They also provide zomato gold 1+1 on food "
